id,genus,family,order
99254,Columnea,Gesneriaceae,Lamiales
99255,Quiina,Ochnaceae,Malpighiales
99256,Erigeron,Asteraceae,Asterales
99257,Kengyilia,Poaceae,Poales
99258,Acalypha,Euphorbiaceae,Malpighiales
99259,Equisetum,Equisetaceae,Equisetales
99260,Peperomia,Piperaceae,Piperales
99261,Vancouveria,Berberidaceae,Ranunculales
99262,Gamochaeta,Asteraceae,Asterales
99263,Platylobium,Fabaceae,Fabales
99264,Phaseolus,Fabaceae,Fabales
99265,Adenocalymma,Bignoniaceae,Lamiales
99266,Siphocampylus,Campanulaceae,Asterales
99267,Bulbostylis,Cyperaceae,Poales
99268,Phacelia,Boraginaceae,Boraginales
99269,Asplenium,Aspleniaceae,Polypodiales
99270,Ludwigia,Onagraceae,Myrtales
99271,Gonolobus,Apocynaceae,Gentianales
99272,Scolochloa,Poaceae,Poales
99273,Commersonia,Malvaceae,Malvales
99274,Castilleja,Orobanchaceae,Lamiales
99275,Prunus,Rosaceae,Rosales
99276,Eriogonum,Polygonaceae,Caryophyllales
99277,Cupressus,Cupressaceae,Pinales
99278,Turnera,Passifloraceae,Malpighiales
99279,Planchonella,Sapotaceae,Ericales
99280,Lactuca,Asteraceae,Asterales
99281,Anaxagorea,Annonaceae,Magnoliales
99282,Grevillea,Proteaceae,Proteales
99283,Gilia,Polemoniaceae,Ericales
99284,Sternbergia,Amaryllidaceae,Asparagales
99285,Eucalyptus,Myrtaceae,Myrtales
99286,Eulophia,Orchidaceae,Asparagales
99287,Camarea,Malpighiaceae,Malpighiales
99288,Boronia,Rutaceae,Sapindales
99289,Cakile,Brassicaceae,Brassicales
99290,Geum,Rosaceae,Rosales
99291,Carpinus,Betulaceae,Fagales
99292,Papaver,Papaveraceae,Ranunculales
99293,Leptoterantha,Menispermaceae,Ranunculales
99294,Phoebe,Lauraceae,Laurales
99295,Dichocarpum,Ranunculaceae,Ranunculales
99296,Carex,Cyperaceae,Poales
99297,Salix,Salicaceae,Malpighiales
99298,Rhododendron,Ericaceae,Ericales
99299,Amorphophallus,Araceae,Alismatales
99300,Navia,Bromeliaceae,Poales
99301,Bachmannia,Capparaceae,Brassicales
99302,Senecio,Asteraceae,Asterales
99303,Petasites,Asteraceae,Asterales
99304,Paeonia,Paeoniaceae,Saxifragales
99305,Eleutherococcus,Araliaceae,Apiales
99306,Pritchardia,Arecaceae,Arecales
99307,Lathyrus,Fabaceae,Fabales
99308,Lepidagathis,Acanthaceae,Lamiales
99309,Picea,Pinaceae,Pinales
99310,Saxifraga,Saxifragaceae,Saxifragales
99311,Syngonanthus,Eriocaulaceae,Poales
99312,Epidendrum,Orchidaceae,Asparagales
99313,Hydrocotyle,Araliaceae,Apiales
99314,Sinclairia,Asteraceae,Asterales
99315,Aspidistra,Asparagaceae,Asparagales
99316,Kniphofia,Asphodelaceae,Asparagales
99317,Botrychium,Ophioglossaceae,Ophioglossales
99318,Meyerophytum,Aizoaceae,Caryophyllales
99319,Coussarea,Rubiaceae,Gentianales
99320,Tetragonia,Aizoaceae,Caryophyllales
99321,Capparis,Capparaceae,Brassicales
99322,Lacmellea,Apocynaceae,Gentianales
99323,Acradenia,Rutaceae,Sapindales
99324,Dimorphandra,Fabaceae,Fabales
99325,Leucadendron,Proteaceae,Proteales
99326,Mesembryanthemum,Aizoaceae,Caryophyllales
99327,Senecio,Asteraceae,Asterales
99328,Salvia,Lamiaceae,Lamiales
99329,Staurogyne,Acanthaceae,Lamiales
99330,Memecylon,Melastomataceae,Myrtales
99331,Cryptogramma,Pteridaceae,Polypodiales
99332,Deinbollia,Sapindaceae,Sapindales
99333,Iris,Iridaceae,Asparagales
99334,Coussarea,Rubiaceae,Gentianales
99335,Isachne,Poaceae,Poales
99336,Stryphnodendron,Fabaceae,Fabales
99337,Cynoglossum,Boraginaceae,Boraginales
99338,Sedum,Crassulaceae,Saxifragales
99339,Connarus,Connaraceae,Oxalidales
99340,Utricularia,Lentibulariaceae,Lamiales
99341,Castilleja,Orobanchaceae,Lamiales
99342,Luziola,Poaceae,Poales
99343,Butia,Arecaceae,Arecales
99344,Melaleuca,Myrtaceae,Myrtales
99345,Sporobolus,Poaceae,Poales
99346,Puya,Bromeliaceae,Poales
99347,Croton,Euphorbiaceae,Malpighiales
99348,Pedalium,Pedaliaceae,Lamiales
99349,Senegalia,Fabaceae,Fabales
99350,Turnera,Passifloraceae,Malpighiales
99351,Ephedra,Ephedraceae,Ephedrales
99352,Synaphea,Proteaceae,Proteales
99353,Lithocarpus,Fagaceae,Fagales
99354,Delphinium,Ranunculaceae,Ranunculales
99355,Crusea,Rubiaceae,Gentianales
99356,Anubias,Araceae,Alismatales
99357,Senecio,Asteraceae,Asterales
99358,Salacia,Celastraceae,Celastrales
99359,Doellingeria,Asteraceae,Asterales
99360,Mosannona,Annonaceae,Magnoliales
99361,Juanulloa,Solanaceae,Solanales
99362,Desmodium,Fabaceae,Fabales
99363,Mesembryanthemum,Aizoaceae,Caryophyllales
99364,Sterculia,Malvaceae,Malvales
99365,Leavenworthia,Brassicaceae,Brassicales
99366,Shinnersoseris,Asteraceae,Asterales
99367,Cryptocarya,Lauraceae,Laurales
99368,Casimirella,Icacinaceae,Icacinales
99369,Isopogon,Proteaceae,Proteales
99370,Draba,Brassicaceae,Brassicales
99371,Duguetia,Annonaceae,Magnoliales
99372,Schoenoplectus,Cyperaceae,Poales
99373,Artocarpus,Moraceae,Rosales
99374,Eremophila,Scrophulariaceae,Lamiales
99375,Calendula,Asteraceae,Asterales
99376,Gutierrezia,Asteraceae,Asterales
99377,Shorea,Dipterocarpaceae,Malvales
99378,Adiantum,Pteridaceae,Polypodiales
99379,Mimosa,Fabaceae,Fabales
99380,Heterotheca,Asteraceae,Asterales
99381,Tagetes,Asteraceae,Asterales
99382,Physaria,Brassicaceae,Brassicales
99383,Ruyschia,Marcgraviaceae,Ericales
99384,Drosera,Droseraceae,Caryophyllales
99385,Salvia,Lamiaceae,Lamiales
99386,Erigeron,Asteraceae,Asterales
99387,Ficus,Moraceae,Rosales
99388,Olearia,Asteraceae,Asterales
99389,Manilkara,Sapotaceae,Ericales
99390,Fimbristylis,Cyperaceae,Poales
99391,Begonia,Begoniaceae,Cucurbitales
99392,Lecaniodiscus,Sapindaceae,Sapindales
99393,Scaphyglottis,Orchidaceae,Asparagales
99394,Coprosma,Rubiaceae,Gentianales
99395,Navia,Bromeliaceae,Poales
99396,Verticordia,Myrtaceae,Myrtales
99397,Gomesa,Orchidaceae,Asparagales
99398,Struthiola,Thymelaeaceae,Malvales
99399,Miconia,Melastomataceae,Myrtales
99400,Rhododendron,Ericaceae,Ericales
99401,Trollius,Ranunculaceae,Ranunculales
99402,Gymnocalycium,Cactaceae,Caryophyllales
99403,Ichnanthus,Poaceae,Poales
99404,Dicrastylis,Lamiaceae,Lamiales
99405,Cotoneaster,Rosaceae,Rosales
99406,Chironia,Gentianaceae,Gentianales
99407,Crotalaria,Fabaceae,Fabales
99408,Aponogeton,Aponogetonaceae,Alismatales
99409,Chiloglottis,Orchidaceae,Asparagales
99410,Pandiaka,Amaranthaceae,Caryophyllales
99411,Pitcairnia,Bromeliaceae,Poales
99412,Pteronia,Asteraceae,Asterales
99413,Gunnera,Gunneraceae,Gunnerales
99414,Lobelia,Campanulaceae,Asterales
99415,Arthrostylidium,Poaceae,Poales
99416,Elaphoglossum,Dryopteridaceae,Polypodiales
99417,Roscoea,Zingiberaceae,Zingiberales
99418,Styrax,Styracaceae,Ericales
99419,Sisyrinchium,Iridaceae,Asparagales
99420,Veratrum,Melanthiaceae,Liliales
99421,Erigeron,Asteraceae,Asterales
99422,Fritillaria,Liliaceae,Liliales
99423,Euchresta,Fabaceae,Fabales
99424,Sobralia,Orchidaceae,Asparagales
99425,Primulina,Gesneriaceae,Lamiales
99426,Gladiolus,Iridaceae,Asparagales
99427,Cotula,Asteraceae,Asterales
99428,Syzygium,Myrtaceae,Myrtales
99429,Prostanthera,Lamiaceae,Lamiales
99430,Dyckia,Bromeliaceae,Poales
99431,Cryptandra,Rhamnaceae,Rosales
99432,Annona,Annonaceae,Magnoliales
99433,Sabia,Sabiaceae,Proteales
99434,Hermannia,Malvaceae,Malvales
99435,Arenaria,Caryophyllaceae,Caryophyllales
99436,Osmanthus,Oleaceae,Lamiales
99437,Prosthechea,Orchidaceae,Asparagales
99438,Rhadinothamnus,Rutaceae,Sapindales
99439,Ilex,Aquifoliaceae,Aquifoliales
99440,Gypsophila,Caryophyllaceae,Caryophyllales
99441,Austrostipa,Poaceae,Poales
99442,Dipsacus,Caprifoliaceae,Dipsacales
99443,Lotononis,Fabaceae,Fabales
99444,Euonymus,Celastraceae,Celastrales
99445,Encyclia,Orchidaceae,Asparagales
99446,Goeppertia,Marantaceae,Zingiberales
99447,Micrococca,Euphorbiaceae,Malpighiales
99448,Yushania,Poaceae,Poales
99449,Gymnadenia,Orchidaceae,Asparagales
99450,Croton,Euphorbiaceae,Malpighiales
99451,Clethra,Clethraceae,Ericales
99452,Lafoensia,Lythraceae,Myrtales
99453,Smilax,Smilacaceae,Liliales
99454,Acanthocalycium,Cactaceae,Caryophyllales
99455,Retama,Fabaceae,Fabales
99456,Goniothalamus,Annonaceae,Magnoliales
99457,Peersia,Aizoaceae,Caryophyllales
99458,Panicum,Poaceae,Poales
99459,Dendrotrophe,Santalaceae,Santalales
99460,Salvia,Lamiaceae,Lamiales
99461,Lepisanthes,Sapindaceae,Sapindales
99462,Homalopetalum,Orchidaceae,Asparagales
99463,Ozoroa,Anacardiaceae,Sapindales
99464,Bambusa,Poaceae,Poales
99465,Begonia,Begoniaceae,Cucurbitales
99466,Senna,Fabaceae,Fabales
99467,Salvia,Lamiaceae,Lamiales
99468,Ixia,Iridaceae,Asparagales
99469,Carex,Cyperaceae,Poales
99470,Aeschynomene,Fabaceae,Fabales
99471,Encephalartos,Zamiaceae,Cycadales
99472,Aspidistra,Asparagaceae,Asparagales
99473,Jasminum,Oleaceae,Lamiales
99474,Lycaste,Orchidaceae,Asparagales
99475,Spigelia,Loganiaceae,Gentianales
99476,Leucopogon,Ericaceae,Ericales
99477,Tocoyena,Rubiaceae,Gentianales
99478,Wahlenbergia,Campanulaceae,Asterales
99479,Eugenia,Myrtaceae,Myrtales
99480,Elatostema,Urticaceae,Rosales
99481,Meliosma,Sabiaceae,Proteales
99482,Artemisia,Asteraceae,Asterales
99483,Iris,Iridaceae,Asparagales
99484,Thinouia,Sapindaceae,Sapindales
99485,Chamaechaenactis,Asteraceae,Asterales
99486,Syagrus,Arecaceae,Arecales
99487,Agrostis,Poaceae,Poales
99488,Thelymitra,Orchidaceae,Asparagales
99489,Dicliptera,Acanthaceae,Lamiales
99490,Erica,Ericaceae,Ericales
99491,Filago,Asteraceae,Asterales
99492,Berberis,Berberidaceae,Ranunculales
99493,Erythronium,Liliaceae,Liliales
99494,Solanum,Solanaceae,Solanales
99495,Sobralia,Orchidaceae,Asparagales
99496,Mouriri,Melastomataceae,Myrtales
99497,Calea,Asteraceae,Asterales
99498,Trochocarpa,Ericaceae,Ericales
99499,Damnacanthus,Rubiaceae,Gentianales
99500,Diplacus,Phrymaceae,Lamiales
99501,Mimosa,Fabaceae,Fabales
99502,Sebastiania,Euphorbiaceae,Malpighiales
99503,Taeniophyllum,Orchidaceae,Asparagales
99504,Macropeplus,Monimiaceae,Laurales
99505,Iphigenia,Colchicaceae,Liliales
99506,Mimosa,Fabaceae,Fabales
99507,Aporosa,Phyllanthaceae,Malpighiales
99508,Anthurium,Araceae,Alismatales
99509,Antimima,Aizoaceae,Caryophyllales
99510,Passiflora,Passifloraceae,Malpighiales
99511,Stanleya,Brassicaceae,Brassicales
99512,Kleinia,Asteraceae,Asterales
99513,Raphionacme,Apocynaceae,Gentianales
99514,Cussonia,Araliaceae,Apiales
99515,Liquidambar,Altingiaceae,Saxifragales
99516,Carex,Cyperaceae,Poales
99517,Albizia,Fabaceae,Fabales
99518,Brachypodium,Poaceae,Poales
99519,Eriosema,Fabaceae,Fabales
99520,Indigofera,Fabaceae,Fabales
99521,Acantholimon,Plumbaginaceae,Caryophyllales
99522,Paullinia,Sapindaceae,Sapindales
99523,Stegolepis,Rapateaceae,Poales
99524,Rhododendron,Ericaceae,Ericales
99525,Reineckea,Asparagaceae,Asparagales
99526,Omphalogramma,Primulaceae,Ericales
99527,Mapania,Cyperaceae,Poales
99528,Diospyros,Ebenaceae,Ericales
99529,Scaphyglottis,Orchidaceae,Asparagales
99530,Ditaxis,Euphorbiaceae,Malpighiales
99531,Acianthus,Orchidaceae,Asparagales
99532,Malephora,Aizoaceae,Caryophyllales
99533,Neottia,Orchidaceae,Asparagales
99534,Wahlenbergia,Campanulaceae,Asterales
99535,Ophrys,Orchidaceae,Asparagales
99536,Parasenecio,Asteraceae,Asterales
99537,Askellia,Asteraceae,Asterales
99538,Helichrysum,Asteraceae,Asterales
99539,Helixanthera,Loranthaceae,Santalales
99540,Erigeron,Asteraceae,Asterales
99541,Eryngium,Apiaceae,Apiales
99542,Descurainia,Brassicaceae,Brassicales
99543,Lysichiton,Araceae,Alismatales
99544,Allium,Amaryllidaceae,Asparagales
99545,Inga,Fabaceae,Fabales
99546,Pterolepis,Melastomataceae,Myrtales
99547,Castilleja,Orobanchaceae,Lamiales
99548,Dischidia,Apocynaceae,Gentianales
99549,Indocalamus,Poaceae,Poales
99550,Glyceria,Poaceae,Poales
99551,Phalaenopsis,Orchidaceae,Asparagales
99552,Piper,Piperaceae,Piperales
99553,Dioscorea,Dioscoreaceae,Dioscoreales
99554,Prunus,Rosaceae,Rosales
99555,Myoporum,Scrophulariaceae,Lamiales
99556,Nemesia,Scrophulariaceae,Lamiales
99557,Cyrtanthus,Amaryllidaceae,Asparagales
99558,Syagrus,Arecaceae,Arecales
99559,Grammitis,Polypodiaceae,Polypodiales
99560,Combretum,Combretaceae,Myrtales
99561,Encephalartos,Zamiaceae,Cycadales
99562,Hypericum,Hypericaceae,Malpighiales
99563,Euphorbia,Euphorbiaceae,Malpighiales
99564,Swertia,Gentianaceae,Gentianales
99565,Inulanthera,Asteraceae,Asterales
99566,Anthurium,Araceae,Alismatales
99567,Nothostele,Orchidaceae,Asparagales
99568,Pectis,Asteraceae,Asterales
99569,Bomarea,Alstroemeriaceae,Liliales
99570,Stenopadus,Asteraceae,Asterales
99571,Rhamnus,Rhamnaceae,Rosales
99572,Pterostylis,Orchidaceae,Asparagales
99573,Philodendron,Araceae,Alismatales
99574,Pleiotaxis,Asteraceae,Asterales
99575,Chonemorpha,Apocynaceae,Gentianales
99576,Centrosema,Fabaceae,Fabales
99577,Sonchella,Asteraceae,Asterales
99578,Physaria,Brassicaceae,Brassicales
99579,Mouriri,Melastomataceae,Myrtales
99580,Lotus,Fabaceae,Fabales
99581,Eucalyptus,Myrtaceae,Myrtales
99582,Jatropha,Euphorbiaceae,Malpighiales
99583,Limeum,Limeaceae,Caryophyllales
99584,Vigna,Fabaceae,Fabales
99585,Salix,Salicaceae,Malpighiales
99586,Antimima,Aizoaceae,Caryophyllales
99587,Goodenia,Goodeniaceae,Asterales
99588,Gonystylus,Thymelaeaceae,Malvales
99589,Pectocarya,Boraginaceae,Boraginales
99590,Eritrichium,Boraginaceae,Boraginales
99591,Sideroxylon,Sapotaceae,Ericales
99592,Calceolaria,Calceolariaceae,Lamiales
99593,Staurogyne,Acanthaceae,Lamiales
99594,Tetracera,Dilleniaceae,Dilleniales
99595,Schismus,Poaceae,Poales
99596,Raputia,Rutaceae,Sapindales
99597,Zamioculcas,Araceae,Alismatales
99598,Distichlis,Poaceae,Poales
99599,Festuca,Poaceae,Poales
99600,Arenga,Arecaceae,Arecales
99601,Tagetes,Asteraceae,Asterales
99602,Puya,Bromeliaceae,Poales
99603,Solanum,Solanaceae,Solanales
99604,Scirpus,Cyperaceae,Poales
99605,Celosia,Amaranthaceae,Caryophyllales
99606,Stachys,Lamiaceae,Lamiales
99607,Elaeagnus,Elaeagnaceae,Rosales
99608,Casearia,Salicaceae,Malpighiales
99609,Ilex,Aquifoliaceae,Aquifoliales
99610,Erica,Ericaceae,Ericales
99611,Micrechites,Apocynaceae,Gentianales
99612,Rafnia,Fabaceae,Fabales
99613,Gymnocalycium,Cactaceae,Caryophyllales
99614,Erysimum,Brassicaceae,Brassicales
99615,Dasylepis,Achariaceae,Malpighiales
99616,Kibatalia,Apocynaceae,Gentianales
99617,Buchnera,Orobanchaceae,Lamiales
99618,Callitris,Cupressaceae,Pinales
99619,Urbanodendron,Lauraceae,Laurales
99620,Croton,Euphorbiaceae,Malpighiales
99621,Juncus,Juncaceae,Poales
99622,Erigeron,Asteraceae,Asterales
99623,Pseudephedranthus,Annonaceae,Magnoliales
99624,Acacia,Fabaceae,Fabales
99625,Lupinus,Fabaceae,Fabales
99626,Geranium,Geraniaceae,Geraniales
99627,Trillium,Melanthiaceae,Liliales
99628,Averrhoidium,Sapindaceae,Sapindales
99629,Phylica,Rhamnaceae,Rosales
99630,Symphyotrichum,Asteraceae,Asterales
99631,Euphorbia,Euphorbiaceae,Malpighiales
99632,Vasconcellea,Caricaceae,Brassicales
99633,Xyris,Xyridaceae,Poales
99634,Stauntonia,Lardizabalaceae,Ranunculales
99635,Oenothera,Onagraceae,Myrtales
99636,Diascia,Scrophulariaceae,Lamiales
99637,Conceveiba,Euphorbiaceae,Malpighiales
99638,Ourisia,Plantaginaceae,Lamiales
99639,Chlorophytum,Asparagaceae,Asparagales
99640,Piper,Piperaceae,Piperales
99641,Grewia,Malvaceae,Malvales
99642,Linanthus,Polemoniaceae,Ericales
99643,Helichrysum,Asteraceae,Asterales
99644,Theobroma,Malvaceae,Malvales
99645,Conophytum,Aizoaceae,Caryophyllales
99646,Hymenophyllum,Hymenophyllaceae,Hymenophyllales
99647,Eugenia,Myrtaceae,Myrtales
99648,Guzmania,Bromeliaceae,Poales
99649,Spiraea,Rosaceae,Rosales
99650,Galium,Rubiaceae,Gentianales
99651,Aloe,Asphodelaceae,Asparagales
99652,Paepalanthus,Eriocaulaceae,Poales
99653,Panicum,Poaceae,Poales
99654,Eugenia,Myrtaceae,Myrtales
99655,Mesembryanthemum,Aizoaceae,Caryophyllales
99656,Tragia,Euphorbiaceae,Malpighiales
99657,Trichilia,Meliaceae,Sapindales
99658,Begonia,Begoniaceae,Cucurbitales
99659,Bulbophyllum,Orchidaceae,Asparagales
99660,Cryptostylis,Orchidaceae,Asparagales
99661,Limonium,Plumbaginaceae,Caryophyllales
99662,Blechnum,Blechnaceae,Polypodiales
99663,Rhynchospora,Cyperaceae,Poales
99664,Seligeria,Seligeriaceae,Grimmiales
99665,Pseudogynoxys,Asteraceae,Asterales
99666,Quesnelia,Bromeliaceae,Poales
99667,Cyperus,Cyperaceae,Poales
99668,Lessingianthus,Asteraceae,Asterales
99669,Kunzea,Myrtaceae,Myrtales
99670,Carex,Cyperaceae,Poales
99671,Conophytum,Aizoaceae,Caryophyllales
99672,Melhania,Malvaceae,Malvales
99673,Cyrtandra,Gesneriaceae,Lamiales
99674,Streptocarpus,Gesneriaceae,Lamiales
99675,Euonymus,Celastraceae,Celastrales
99676,Magnolia,Magnoliaceae,Magnoliales
99677,Pteris,Pteridaceae,Polypodiales
99678,Lachanodes,nan,nan
99679,Hypericum,Hypericaceae,Malpighiales
99680,Nolina,Asparagaceae,Asparagales
99681,Polygaloides,Polygalaceae,Fabales
99682,Eidothea,Proteaceae,Proteales
99683,Gonolobus,Apocynaceae,Gentianales
99684,Halerpestes,Ranunculaceae,Ranunculales
99685,Kengyilia,Poaceae,Poales
99686,Scadoxus,Amaryllidaceae,Asparagales
99687,Euphorbia,Euphorbiaceae,Malpighiales
99688,Pavonia,Malvaceae,Malvales
99689,Chamaecrista,Fabaceae,Fabales
99690,Deuterocohnia,Bromeliaceae,Poales
99691,Cuphea,Lythraceae,Myrtales
99692,Vangueria,Rubiaceae,Gentianales
99693,Homalanthus,Euphorbiaceae,Malpighiales
99694,Schinus,Anacardiaceae,Sapindales
99695,Cynometra,Fabaceae,Fabales
99696,Phanera,Fabaceae,Fabales
99697,Acacia,Fabaceae,Fabales
99698,Limonium,Plumbaginaceae,Caryophyllales
99699,Lythrum,Lythraceae,Myrtales
99700,Chiococca,Rubiaceae,Gentianales
99701,Lanxangia,Zingiberaceae,Zingiberales
99702,Oxalis,Oxalidaceae,Oxalidales
99703,Masdevallia,Orchidaceae,Asparagales
99704,Erica,Ericaceae,Ericales
99705,Lobelia,Campanulaceae,Asterales
99706,Ternstroemia,Pentaphylacaceae,Ericales
99707,Geranium,Geraniaceae,Geraniales
99708,Disperis,Orchidaceae,Asparagales
99709,Colchicum,Colchicaceae,Liliales
99710,Stemonocoleus,Fabaceae,Fabales
99711,Stevia,Asteraceae,Asterales
99712,Saxifraga,Saxifragaceae,Saxifragales
99713,Chamaecrista,Fabaceae,Fabales
99714,Xyris,Xyridaceae,Poales
99715,Beilschmiedia,Lauraceae,Laurales
99716,Hymenopyramis,Lamiaceae,Lamiales
99717,Dalbergia,Fabaceae,Fabales
99718,Symplocos,Symplocaceae,Ericales
99719,Corylopsis,Hamamelidaceae,Saxifragales
99720,Panicum,Poaceae,Poales
99721,Isachne,Poaceae,Poales
99722,Strychnos,Loganiaceae,Gentianales
99723,Viburnum,Viburnaceae,Dipsacales
99724,Lupinus,Fabaceae,Fabales
99725,Posoqueria,Rubiaceae,Gentianales
99726,Atriplex,Amaranthaceae,Caryophyllales
99727,Stachytarpheta,Verbenaceae,Lamiales
99728,Gnetum,Gnetaceae,Gnetales
99729,Stylidium,Stylidiaceae,Asterales
99730,Polyura,Rubiaceae,Gentianales
99731,Isopogon,Proteaceae,Proteales
99732,Hibbertia,Dilleniaceae,Dilleniales
99733,Euphorbia,Euphorbiaceae,Malpighiales
99734,Indigofera,Fabaceae,Fabales
99735,Gurania,Cucurbitaceae,Cucurbitales
99736,Marcgravia,Marcgraviaceae,Ericales
99737,Ambrosia,Asteraceae,Asterales
99738,Cymopterus,Apiaceae,Apiales
99739,Commiphora,Burseraceae,Sapindales
99740,Papaver,Papaveraceae,Ranunculales
99741,Aucuba,Garryaceae,Garryales
99742,Curculigo,Hypoxidaceae,Asparagales
99743,Indigofera,Fabaceae,Fabales
99744,Epacris,Ericaceae,Ericales
99745,Pterostylis,Orchidaceae,Asparagales
99746,Helicteres,Malvaceae,Malvales
99747,Baccharis,Asteraceae,Asterales
99748,Ionopsidium,Brassicaceae,Brassicales
99749,Persea,Lauraceae,Laurales
99750,Mimosa,Fabaceae,Fabales
99751,Impatiens,Balsaminaceae,Ericales
99752,Helichrysum,Asteraceae,Asterales
99753,Euphorbia,Euphorbiaceae,Malpighiales
99754,Selago,Scrophulariaceae,Lamiales
99755,Astragalus,Fabaceae,Fabales
99756,Pelargonium,Geraniaceae,Geraniales
99757,Schoenus,Cyperaceae,Poales
99758,Rugelia,Asteraceae,Asterales
99759,Phaius,Orchidaceae,Asparagales
99760,Crossoglossa,Orchidaceae,Asparagales
99761,Renvoizea,Poaceae,Poales
99762,Lebeckia,Fabaceae,Fabales
99763,Banara,Salicaceae,Malpighiales
99764,Chaunochiton,Olacaceae,Santalales
99765,Colchicum,Colchicaceae,Liliales
99766,Selaginella,Selaginellaceae,Selaginellales
99767,Mitrephora,Annonaceae,Magnoliales
99768,Melothria,Cucurbitaceae,Cucurbitales
99769,Grevillea,Proteaceae,Proteales
99770,Pouteria,Sapotaceae,Ericales
99771,Dudleya,Crassulaceae,Saxifragales
99772,Mendoncia,Acanthaceae,Lamiales
99773,Epacris,Ericaceae,Ericales
99774,Berchemiella,Rhamnaceae,Rosales
99775,Stylogyne,Primulaceae,Ericales
99776,Phoradendron,Santalaceae,Santalales
99777,Hemsleya,Cucurbitaceae,Cucurbitales
99778,Bulbophyllum,Orchidaceae,Asparagales
99779,Eriobotrya,Rosaceae,Rosales
99780,Desmanthus,Fabaceae,Fabales
99781,Mitreola,Loganiaceae,Gentianales
99782,Elaphoglossum,Dryopteridaceae,Polypodiales
99783,Passiflora,Passifloraceae,Malpighiales
99784,Caperonia,Euphorbiaceae,Malpighiales
99785,Allium,Amaryllidaceae,Asparagales
99786,Rochefortia,Boraginaceae,Boraginales
99787,Vaccinium,Ericaceae,Ericales
99788,Dryopteris,Dryopteridaceae,Polypodiales
99789,Erigeron,Asteraceae,Asterales
99790,Stelis,Orchidaceae,Asparagales
99791,Rotheca,Lamiaceae,Lamiales
99792,Pisonia,Nyctaginaceae,Caryophyllales
99793,Rhododendron,Ericaceae,Ericales
99794,Pitcairnia,Bromeliaceae,Poales
99795,Tillandsia,Bromeliaceae,Poales
99796,Indocalamus,Poaceae,Poales
99797,Aechmea,Bromeliaceae,Poales
99798,Linum,Linaceae,Malpighiales
99799,Gladiolus,Iridaceae,Asparagales
99800,Dalbergia,Fabaceae,Fabales
